"CENTAUR","COSMOS","EBONY","ODYSSEY","TOKUGAWA","FinalVote"
"1",0.195627921602545,0.10633387459378,0.0341850181041821,0.151779267498504,0.512073918200989,"TOKUGAWA"
"2",0.766815633304685,0.0562116992323482,0.0127542923524556,0.0738235699360543,0.0903948051744565,"CENTAUR"
"3",0.82668466745412,0.0391248059625321,0.0122611133141895,0.05777587249312,0.0641535407760385,"CENTAUR"
"4",0.097754156686397,0.107883854415888,0.0299542287300621,0.133355138242413,0.631052621925239,"TOKUGAWA"
"5",0.078221831673457,0.0968896853679272,0.0235265228122291,0.768724410559009,0.0326375495873776,"ODYSSEY"
"6",0.112466727393981,0.146827165161052,0.0390499293334334,0.169275710722204,0.53238046738933,"TOKUGAWA"
"7",0.617083651938696,0.106332629294401,0.0241495709891481,0.12134251169652,0.131091636081235,"CENTAUR"
"8",0.833347483983052,0.03718549934689,0.00966685450019516,0.0538475535258251,0.0659526086440373,"CENTAUR"
"9",0.00935246609627508,0.908798630658142,0.0384110877677135,0.0334309211192966,0.0100068943585732,"COSMOS"
"10",0.851449446351896,0.03337946305754,0.00850536099157063,0.0477180719945617,0.0589476576044322,"CENTAUR"
"11",0.825539544948454,0.041282532380746,0.0103475802476988,0.0624183250054492,0.0604120174176521,"CENTAUR"
"12",0.319829443419949,0.0618364879157465,0.0277606997289181,0.105440823077643,0.485132545857744,"TOKUGAWA"
"13",0.0221128585060277,0.135641547446424,0.80444602039347,0.0295297369340074,0.00826983672007082,"EBONY"
"14",0.0567847929125135,0.117622064688596,0.0235207072283119,0.768817005988394,0.0332554291821841,"ODYSSEY"
"15",0.823970504712182,0.043109807885087,0.00985796133849712,0.0543256351110126,0.0687360909532214,"CENTAUR"
"16",0.041202172642897,0.852048287590159,0.0516260965995089,0.0429376054956395,0.0121858376717957,"COSMOS"
"17",0.860539926083646,0.0304272343511627,0.00905522534854365,0.0467796962234773,0.05319791799317,"CENTAUR"
"18",0.0928609578460497,0.100239771373636,0.0264541192860323,0.754213898464443,0.0262312530298396,"ODYSSEY"
"19",0.0169344592082595,0.154533300098039,0.793221450319252,0.0265543348391494,0.00875645553529929,"EBONY"
"20",0.0671464546741474,0.102149307603154,0.0244919734384425,0.773887334915478,0.0323249293687778,"ODYSSEY"
"21",0.781032105419188,0.0505364806157533,0.0148414009880135,0.0685132779185618,0.0850767350584839,"CENTAUR"
"22",0.00980273666739148,0.138454471099104,0.0252353907591499,0.796505399067842,0.0300020024065123,"ODYSSEY"
"23",0.853633482043583,0.0320203383445278,0.00873859451308807,0.0516819208336769,0.0539256642651238,"CENTAUR"
"24",0.0932361916476514,0.0877654273526171,0.0239267410034292,0.763269791721948,0.0318018482743547,"ODYSSEY"
"25",0.291292270082975,0.0842189840554283,0.032870406234425,0.137026610599799,0.454591729027372,"TOKUGAWA"
"26",0.0260774916200924,0.867674889564687,0.0527578684224411,0.0401496504072686,0.0133400999855111,"COSMOS"
"27",0.0527460389927152,0.0978602718736602,0.0277370931705356,0.790778244323245,0.0308783516398437,"ODYSSEY"
"28",0.0347702434616056,0.871872825925905,0.0436401051758772,0.0376398966555423,0.0120769287810696,"COSMOS"
