"x"
"1","COSMOS"
"2","CENTAUR"
"3","CENTAUR"
"4","ODYSSEY"
"5","ODYSSEY"
"6","CENTAUR"
"7","ODYSSEY"
"8","ODYSSEY"
"9","COSMOS"
"10","ODYSSEY"
"11","ODYSSEY"
"12","CENTAUR"
"13","EBONY"
"14","ODYSSEY"
"15","CENTAUR"
"16","CENTAUR"
"17","CENTAUR"
"18","CENTAUR"
"19","EBONY"
"20","ODYSSEY"
"21","CENTAUR"
"22","ODYSSEY"
"23","CENTAUR"
"24","CENTAUR"
"25","TOKUGAWA"
"26","COSMOS"
"27","ODYSSEY"
"28","ODYSSEY"
"29","CENTAUR"
"30","CENTAUR"
"31","CENTAUR"
"32","CENTAUR"
"33","CENTAUR"
"34","COSMOS"
"35","ODYSSEY"
"36","CENTAUR"
"37","CENTAUR"
"38","EBONY"
"39","CENTAUR"
"40","CENTAUR"
"41","ODYSSEY"
"42","CENTAUR"
"43","TOKUGAWA"
"44","CENTAUR"
"45","CENTAUR"
"46","COSMOS"
"47","CENTAUR"
"48","COSMOS"
"49","CENTAUR"
"50","ODYSSEY"
"51","COSMOS"
"52","CENTAUR"
"53","ODYSSEY"
"54","EBONY"
"55","CENTAUR"
"56","ODYSSEY"
"57","CENTAUR"
"58","CENTAUR"
"59","ODYSSEY"
"60","ODYSSEY"
"61","ODYSSEY"
"62","COSMOS"
"63","COSMOS"
"64","ODYSSEY"
"65","CENTAUR"
"66","ODYSSEY"
"67","COSMOS"
"68","CENTAUR"
"69","ODYSSEY"
"70","CENTAUR"
"71","COSMOS"
"72","COSMOS"
"73","CENTAUR"
"74","ODYSSEY"
"75","ODYSSEY"
"76","CENTAUR"
"77","TOKUGAWA"
"78","ODYSSEY"
"79","CENTAUR"
"80","COSMOS"
"81","ODYSSEY"
"82","EBONY"
"83","CENTAUR"
"84","COSMOS"
"85","CENTAUR"
"86","ODYSSEY"
"87","COSMOS"
"88","COSMOS"
"89","COSMOS"
"90","COSMOS"
"91","CENTAUR"
"92","CENTAUR"
"93","ODYSSEY"
"94","CENTAUR"
"95","TOKUGAWA"
"96","COSMOS"
"97","ODYSSEY"
"98","EBONY"
"99","CENTAUR"
"100","COSMOS"
"101","CENTAUR"
"102","COSMOS"
"103","CENTAUR"
"104","EBONY"
"105","TOKUGAWA"
"106","CENTAUR"
"107","COSMOS"
"108","CENTAUR"
"109","CENTAUR"
"110","COSMOS"
"111","TOKUGAWA"
"112","COSMOS"
"113","ODYSSEY"
"114","CENTAUR"
"115","CENTAUR"
"116","CENTAUR"
"117","CENTAUR"
"118","CENTAUR"
