"CENTAUR","COSMOS","EBONY","ODYSSEY","TOKUGAWA","FinalVote"
"1",0.268154723530413,0.0528698153276005,0.0541548225213634,0.127658902184694,0.49716173643593,"TOKUGAWA"
"2",0.730607015675893,0.0212797396413792,0.0375183248796525,0.0879163865078627,0.122678533295213,"CENTAUR"
"3",0.852339628379352,0.00228692255488493,0.0127534766137047,0.0623475435278517,0.0702724289242066,"CENTAUR"
"4",0.106701885793389,0.00916386888444609,0.0434610689120292,0.176857082253598,0.663816094156538,"TOKUGAWA"
"5",0.0460459970506988,0.081088525019099,0.0167587633313985,0.836099766291152,0.0200069483076518,"ODYSSEY"
"6",0.152775465380815,0.0207626638260381,0.0230182753369741,0.105996335225365,0.697447260230807,"TOKUGAWA"
"7",0.521013996992479,0.0134605766258499,0.0728892224261334,0.215468573058824,0.177167630896713,"CENTAUR"
"8",0.837454844059238,0.00260347314178159,0.0156312125648339,0.057388997057292,0.0869214731768541,"CENTAUR"
"9",0.0185252626641014,0.734105029037617,0.0770069781631931,0.158950607594992,0.0114121225400964,"COSMOS"
"10",0.771526650075709,0.00400919979749282,0.0233863781353265,0.107680142010098,0.0933976299813738,"CENTAUR"
"11",0.814585166108727,0.0114140650837948,0.0268067964485315,0.0791483781527782,0.0680455942061687,"CENTAUR"
"12",0.298440710958244,0.0188918839331808,0.015849789098332,0.106337131423547,0.560480484586696,"TOKUGAWA"
"13",0.0103281729685689,0.0610580842253159,0.908617762919919,0.0195217850827852,0.000474194803411515,"EBONY"
"14",0.0321196215769113,0.0677879662828332,0.0324708452381937,0.849047961742756,0.0185736051593055,"ODYSSEY"
"15",0.811884824856896,0.00634388665879963,0.00903725143107569,0.0987420587223753,0.0739919783308537,"CENTAUR"
"16",0.105286816358916,0.441351387498988,0.237775505949669,0.196502502029821,0.0190837881626057,"COSMOS"
"17",0.818607711397954,0.00771501145979607,0.0170801616752285,0.0688187146080832,0.0877784008589386,"CENTAUR"
"18",0.0687781680290068,0.0663676653025754,0.0417598381347562,0.80206542827372,0.0210289002599422,"ODYSSEY"
"19",0.0157709165335084,0.0304560680227963,0.940962378269444,0.0122642895615935,0.000546347612657869,"EBONY"
"20",0.0651587780404951,0.0567837507890769,0.0342139394065232,0.80298442649697,0.0408591052669351,"ODYSSEY"
"21",0.787141280437756,0.0242329477128388,0.0275051673398687,0.0760999786726617,0.0850206258368749,"CENTAUR"
"22",0.0120944298672089,0.152113429983867,0.0108675826801288,0.805230872186177,0.0196936852826193,"ODYSSEY"
"23",0.729983074989643,0.0426692894841777,0.0266282104570814,0.124354167948712,0.0763652571203851,"CENTAUR"
"24",0.0849452740412422,0.0411174638424924,0.0361292566636472,0.800790215631855,0.0370177898207632,"ODYSSEY"
"25",0.280792246752165,0.0746938616781646,0.0215635424908474,0.0764380933192379,0.546512255759585,"TOKUGAWA"
"26",0.0592457395603399,0.555295677442931,0.0502977689177393,0.2997850404238,0.0353757736551898,"COSMOS"
"27",0.0225860305404382,0.00543203640226101,0.0104041851302484,0.941288297991614,0.0202894499354386,"ODYSSEY"
"28",0.02769701638141,0.853707278938348,0.0364368601016904,0.0774188249436173,0.00474001963493454,"COSMOS"
"29",0.395662553636059,0.0395146791511796,0.0147715519152491,0.127147074034397,0.422904141263115,"TOKUGAWA"
"30",0.154468881825924,0.459516298195238,0.140136956499881,0.225314353894091,0.0205635095848665,"COSMOS"
"31",0.807540301682746,0.00385409009111655,0.0287894176622939,0.0838544864918932,0.0759617040719507,"CENTAUR"
"32",0.87481084878944,0.00360561724551752,0.0159348673721954,0.0550925171034791,0.0505561494893679,"CENTAUR"
"33",0.0831947439542969,0.0434879153952789,0.0468257845313635,0.799644922593856,0.0268466335252046,"ODYSSEY"
"34",0.0522530634256245,0.0604686490552275,0.0416247374333625,0.809820811500789,0.0358327385849963,"ODYSSEY"
"35",0.0740941817373259,0.0166126696327071,0.0296929477967384,0.860764826847734,0.0188353739854945,"ODYSSEY"
"36",0.811871126920405,0.00507212588761748,0.0205395444339951,0.0949248963081846,0.0675923064497981,"CENTAUR"
"37",0.670270416146127,0.0129565132791757,0.0204855909873196,0.199019667783027,0.097267811804351,"CENTAUR"
"38",0.0107449071484395,0.0262724455233367,0.948485134223466,0.0140173883695932,0.000480124735164589,"EBONY"
"39",0.11313099301856,0.0230803077178583,0.0480854900855982,0.780387615802997,0.035315593374987,"ODYSSEY"
"40",0.0488310092322075,0.746232743252294,0.0331327352877981,0.161626565424779,0.0101769468029217,"COSMOS"
"41",0.0881744930250883,0.458524468995132,0.152649762180904,0.265304296925886,0.0353469788729891,"COSMOS"
"42",0.770483703428499,0.00557348698448018,0.0370341098784927,0.088346250211926,0.0985624494966018,"CENTAUR"
"43",0.249501204754982,0.079723289122493,0.0353095525145589,0.138800238544551,0.496665715063415,"TOKUGAWA"
"44",0.848165389126743,0.0167315357376224,0.023421312189975,0.0558683957251597,0.0558133672204999,"CENTAUR"
"45",0.50250199287709,0.0192423888127141,0.0333628034205182,0.226172644687627,0.218720170202051,"CENTAUR"
"46",0.0616461215858602,0.800953297671339,0.0415099422868803,0.0891293094463229,0.00676132900959806,"COSMOS"
"47",0.820302807569197,0.0294124216642081,0.0126570469935886,0.0909213097554101,0.0467064140175957,"CENTAUR"
"48",0.0370753582763299,0.855027256553198,0.0336286001300979,0.0689608369194521,0.00530794812092205,"COSMOS"
"49",0.83236291070711,0.00622243121763418,0.0207193838325928,0.0686968953295138,0.0719983789131493,"CENTAUR"
"50",0.0644017825003762,0.682932567105486,0.119188928185132,0.107630227592658,0.0258464946163473,"COSMOS"
"51",0.0233729974851044,0.86352904988529,0.0188656929351449,0.0875586835268758,0.00667357616758532,"COSMOS"
"52",0.648969754276237,0.0175119863713266,0.0253707804783022,0.175065844230009,0.133081634644125,"CENTAUR"
"53",0.336236753967792,0.0100677435433207,0.0149867293857734,0.097665000380949,0.541043772722165,"TOKUGAWA"
"54",0.01657783078934,0.0596677939425581,0.91123627508824,0.0121596499263537,0.000358450253508567,"EBONY"
"55",0.366381262132778,0.0594276918391087,0.0330050338298143,0.0864482340933151,0.454737778104984,"TOKUGAWA"
"56",0.0822550874815259,0.0464835594146016,0.0330780035826956,0.783468846978122,0.0547145025430554,"ODYSSEY"
"57",0.895746095441215,0.0234914182901263,0.00165217109731461,0.0275777074910891,0.0515326076802552,"CENTAUR"
"58",0.0531503144463062,0.0325314916719117,0.0313288492672871,0.867682710511537,0.0153066341029585,"ODYSSEY"
"59",0.0495196353923082,0.0573636820733286,0.0406203066772193,0.822042839814518,0.0304535360426259,"ODYSSEY"
"60",0.0149577773082682,0.0272961713156528,0.0374617725270193,0.887728552705765,0.0325557261432951,"ODYSSEY"
"61",0.0646769640083227,0.669016215378978,0.0871256489300181,0.168525311980138,0.0106558597025422,"COSMOS"
"62",0.0342828559433445,0.216415542670708,0.403432405321596,0.322006069561264,0.0238631265030873,"EBONY"
"63",0.0412201452946748,0.449409602508983,0.10443128310064,0.393694558172783,0.0112444109229193,"COSMOS"
"64",0.0216161523970036,0.020679964641005,0.0409412107171903,0.906020896264378,0.0107417759804226,"ODYSSEY"
"65",0.737138094811123,0.0382239741982311,0.0354225492543448,0.116025420138131,0.0731899615981709,"CENTAUR"
"66",0.0468039904991609,0.0229625817782676,0.0405619101632997,0.862555897836393,0.0271156197228784,"ODYSSEY"
"67",0.0589691319103503,0.563770640931827,0.15862950857121,0.189003736295241,0.029626982291372,"COSMOS"
"68",0.0343281815067008,0.00414606288778702,0.0264725401468545,0.914057434248445,0.0209957812102128,"ODYSSEY"
"69",0.379472178886602,0.045785383070468,0.0246745344894648,0.120450155673605,0.42961774787986,"TOKUGAWA"
"70",0.807054449125661,0.00892353264174791,0.0267340401473674,0.0736721298726484,0.083615848212575,"CENTAUR"
"71",0.0333484871920071,0.818970126972942,0.036729624835177,0.107134313643642,0.00381744735623197,"COSMOS"
"72",0.0451147349949233,0.493593069261677,0.116225894257858,0.320631488000257,0.0244348134852852,"COSMOS"
"73",0.0874451734004667,0.0195666956974248,0.0387234982999909,0.823294556111205,0.030970076490913,"ODYSSEY"
"74",0.852248142148805,0.0100532372218952,0.0231797645875437,0.0636788418516064,0.0508400141901496,"CENTAUR"
"75",0.719373430406695,0.017471543941539,0.0562725870154067,0.0927878750235566,0.114094563612803,"CENTAUR"
"76",0.834546573531085,0.0125231035651343,0.0310431779404987,0.059635675160262,0.0622514698030201,"CENTAUR"
"77",0.328544994304015,0.0884805240171281,0.022510991538899,0.0909712651567178,0.46949222498324,"TOKUGAWA"
"78",0.0392162599624733,0.0524478662243905,0.0175901857857547,0.879017393053013,0.0117282949743682,"ODYSSEY"
"79",0.899891343013096,0.00380674889652646,0.00742071902278336,0.0408756460170485,0.0480055430505451,"CENTAUR"
"80",0.017683042197894,0.115825800151449,0.0508123942771314,0.791564978561666,0.0241137848118596,"ODYSSEY"
"81",0.702271454845655,0.079764640340626,0.0104318372333616,0.105199555615392,0.102332511964966,"CENTAUR"
"82",0.0342591215997277,0.0145007526196699,0.923241892010996,0.0259194879460917,0.00207874582351478,"EBONY"
"83",0.778339551156606,0.00605461519278144,0.0177195174557229,0.0935834936132387,0.104302822581651,"CENTAUR"
"84",0.0345857602827405,0.484634914755103,0.2450322563611,0.227613644458404,0.00813342414265282,"COSMOS"
"85",0.849629017134665,0.0177700748694246,0.0138964131838598,0.0529181675035038,0.0657863273085467,"CENTAUR"
"86",0.0657962854524722,0.0611355911061553,0.0444589206935666,0.796611764134757,0.0319974386130488,"ODYSSEY"
