"CENTAUR","COSMOS","EBONY","ODYSSEY","TOKUGAWA","FinalVote"
"1",0.204760190271984,0.0992247689126622,0.0508840776738423,0.369777566729477,0.275353396412034,"ODYSSEY"
"2",0.593950444482053,0.07310588652551,0.0879279321547078,0.0904245379793079,0.154591198858422,"CENTAUR"
"3",0.831597254041358,0.00628436633696453,0.00832840833029004,0.111634988480492,0.0421549828108946,"CENTAUR"
"4",0.173600741155249,0.000764230482844395,0.00813121542903901,0.705916340807312,0.111587472125556,"ODYSSEY"
"5",0.0495355801930136,0.0971618244243436,0.0205668942541249,0.81525388064047,0.0174818204880484,"ODYSSEY"
"6",0.211263334866052,0.0428372286893278,0.185048230411332,0.0643023450689928,0.496548860964295,"TOKUGAWA"
"7",0.303668816748347,0.0337884510837501,0.0322584851438438,0.58580076092468,0.0444834860993798,"ODYSSEY"
"8",0.827237753388794,0.00521603735083043,0.034276128321545,0.0749436269229429,0.0583264540158875,"CENTAUR"
"9",0.00816392471693091,0.940673516453458,0.0307594158054693,0.017409802684812,0.00299334033932977,"COSMOS"
"10",0.803238727772484,0.00624026410708419,0.0266972957050758,0.105663815317047,0.0581598970983089,"CENTAUR"
"11",0.689286972758163,0.0632219667958713,0.0471002527214021,0.131211489778214,0.0691793179463487,"CENTAUR"
"12",0.309017650273117,0.0199041206895731,0.0323251290685191,0.216917777638671,0.42183532233012,"TOKUGAWA"
"13",0.0223050498271239,0.144234161255579,0.803552544932474,0.0172669365363566,0.0126413074484673,"EBONY"
"14",0.0268774327585391,0.066145462443656,0.0314795069945541,0.855744716631854,0.0197528811713974,"ODYSSEY"
"15",0.755834600226618,0.0248620051536634,0.0265530374263625,0.145621805260787,0.0471285519325696,"CENTAUR"
"16",0.0968035529910337,0.539385718413505,0.124732954276271,0.20880834877845,0.0302694255407401,"COSMOS"
"17",0.815874489774456,0.0143862641747122,0.0256547408951331,0.087224662873217,0.0568598422824822,"CENTAUR"
"18",0.0341804967412003,0.0459651558819115,0.00856236516541035,0.900958787856609,0.0103331943548689,"ODYSSEY"
"19",0.0180984532483857,0.0213552784386426,0.93164412852122,0.0179039440742178,0.0109981957175337,"EBONY"
"20",0.0449865760253563,0.0366916103676766,0.0716266672802895,0.813369052361789,0.0333260939648881,"ODYSSEY"
"21",0.649361471913388,0.0666209606641111,0.0631724438056073,0.102576321584475,0.118268802032418,"CENTAUR"
"22",0.0954227575919993,0.438308383142665,0.0575776344190428,0.371077688155437,0.0376135366908562,"COSMOS"
"23",0.742403192220549,0.0465952079206631,0.0353493391625067,0.108448662736852,0.0672035979594291,"CENTAUR"
"24",0.0724535325241818,0.0292120567670832,0.0246648527517613,0.851759442134302,0.0219101158226713,"ODYSSEY"
"25",0.313547631558481,0.136431186852153,0.106801251396029,0.177052134683352,0.266167795509984,"CENTAUR"
"26",0.0111192809714736,0.939242800847309,0.0375439865524978,0.0103261416928717,0.00176778993584794,"COSMOS"
"27",0.0320495282505878,0.00388934053958415,0.00703495305508088,0.945188366497371,0.0118378116573761,"ODYSSEY"
"28",0.0352653038104206,0.814089701536342,0.0864616182917301,0.0543766218037359,0.00980675455777108,"COSMOS"
"29",0.32901553354756,0.0453857792818234,0.0600528885958072,0.231286303920215,0.334259494654595,"TOKUGAWA"
"30",0.120969114841051,0.665739206233925,0.0658796052927185,0.132039659176243,0.0153724144560621,"COSMOS"
"31",0.785769439595888,0.00751574576838719,0.0395006100859837,0.113024904299387,0.054189300250354,"CENTAUR"
"32",0.889199083237937,0.0110126569867954,0.017613319761156,0.0568726102611901,0.0253023297529212,"CENTAUR"
"33",0.0793413830325587,0.0703470612366338,0.0368552057479225,0.787989380688581,0.0254669692943036,"ODYSSEY"
"34",0.0629184973693731,0.0721885156152744,0.131480873094824,0.688270113089479,0.0451420008310495,"ODYSSEY"
"35",0.0874646827631524,0.0194538863150279,0.021664646125831,0.855917053122799,0.0154997316731895,"ODYSSEY"
"36",0.827919660951943,0.00250077471270635,0.0286965390776072,0.0533524531300053,0.0875305721277386,"CENTAUR"
"37",0.591481290956527,0.0501344443184562,0.0486365926290521,0.195351012242579,0.114396659853386,"CENTAUR"
"38",0.0212773611331051,0.0867930548929012,0.848563647695561,0.03202814004715,0.0113377962312831,"EBONY"
"39",0.100339140433399,0.0495227451916315,0.0210222151680771,0.810633906280817,0.0184819929260754,"ODYSSEY"
"40",0.0406797865359876,0.697149425530218,0.112034829360756,0.137181679862427,0.0129542787106112,"COSMOS"
"41",0.0608362888947569,0.35177256989599,0.152593382343593,0.406923496152208,0.0278742627134527,"ODYSSEY"
"42",0.756952002630892,0.0088466683064253,0.0640739313052317,0.0901697603875588,0.0799576373698925,"CENTAUR"
"43",0.195495788628756,0.0571044684261904,0.0571563045674614,0.165678390325176,0.524565048052417,"TOKUGAWA"
"44",0.801069642994429,0.0322209473233802,0.0240699425172685,0.0900455375858168,0.0525939295791061,"CENTAUR"
"45",0.738068946152274,0.026065580674479,0.0745235032966304,0.0606902269509941,0.100651742925623,"CENTAUR"
"46",0.0561501296684506,0.754978962519795,0.0567402034194038,0.121340351905932,0.0107903524864186,"COSMOS"
"47",0.765203391454216,0.025932504223091,0.0344370094216107,0.116155775679851,0.0582713192212315,"CENTAUR"
"48",0.0330977816920628,0.748787477388154,0.154307587381028,0.0452592237297746,0.0185479298089804,"COSMOS"
"49",0.81351644989982,0.01154386547769,0.0363341482986446,0.0678618065526591,0.070743729771186,"CENTAUR"
"50",0.0362873137307741,0.76864247892288,0.111312311880328,0.0770304511488228,0.00672744431719574,"COSMOS"
"51",0.0238261535149286,0.851049267662405,0.0788913823320935,0.0405591458680328,0.00567405062254044,"COSMOS"
